Id,LotArea,Neighborhood,BldgType,HouseStyle,YearBuilt,YearRemodAdd,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,YrSold,SaleCondition,SalePrice
1078,15870,NAmes,1Fam,1Story,1969,1969,1096,3,1,TA,0,NA,Attchd,1969,1,299,2006,Abnorml,138800
1079,4435,CollgCr,TwnhsE,1Story,2004,2004,848,1,1,Gd,1,Gd,Attchd,2004,2,420,2006,Normal,155900
1080,8775,CollgCr,1Fam,1Story,1994,1994,990,3,1,TA,0,NA,Attchd,1996,1,299,2007,Normal,126000
1081,11040,NWAmes,1Fam,1Story,1971,2004,1258,3,1,Gd,0,NA,Attchd,1971,2,528,2008,Abnorml,145000
1082,7500,Sawyer,1Fam,1Story,1963,1963,1040,3,1,TA,0,NA,Attchd,1963,1,308,2010,Normal,133000
1083,8749,CollgCr,1Fam,1Story,2002,2002,1459,3,1,Gd,1,Gd,Attchd,2002,2,527,2007,Normal,192000
1084,8800,NAmes,1Fam,1Story,1964,1964,1251,3,1,TA,2,Gd,Attchd,1964,1,461,2006,Normal,160000
1085,13031,Gilbert,1Fam,2Story,1995,1996,1498,3,1,TA,1,TA,Attchd,1995,2,409,2006,Normal,187500
1086,9069,SawyerW,1Fam,SFoyer,1992,1992,996,2,1,Gd,0,NA,Attchd,1992,2,564,2010,Normal,147000
1087,1974,MeadowV,TwnhsE,2Story,1973,1973,1092,3,1,TA,0,NA,Attchd,1973,1,286,2010,Normal,83500
1088,10574,Somerst,1Fam,2Story,2005,2006,1953,3,1,Gd,1,Gd,Attchd,2005,3,1043,2009,Normal,252000
1089,2522,Edwards,Twnhs,2Story,2004,2004,1709,3,1,Gd,0,NA,Detchd,2004,2,380,2006,Normal,137500
1090,3316,Somerst,TwnhsE,1Story,2005,2005,1247,1,1,Gd,1,Gd,Attchd,2005,2,550,2006,Normal,197000
1091,8544,NAmes,Duplex,1Story,1950,1950,1040,2,2,TA,0,NA,Detchd,1987,2,400,2009,Normal,92900
1092,2160,Somerst,Twnhs,2Story,1999,2000,1252,2,1,Gd,0,NA,Detchd,1999,2,462,2008,Normal,160000
1093,8400,SWISU,1Fam,1.5Fin,1925,1950,1694,4,1,TA,1,Gd,Detchd,1925,2,576,2008,Normal,136500
1094,9230,NAmes,1Fam,1Story,1965,1998,1200,1,1,Gd,0,NA,Detchd,1977,2,884,2006,Normal,146000
1095,5868,NAmes,1Fam,1Story,1956,2000,936,2,1,TA,0,NA,Attchd,1956,1,308,2010,Normal,129000
1096,9317,CollgCr,1Fam,1Story,2006,2006,1314,3,1,Gd,1,Gd,Attchd,2006,2,440,2007,Normal,176432
1097,6882,IDOTRR,1Fam,2Story,1914,2006,1355,3,1,Gd,0,NA,NA,NA,0,0,2007,Normal,127000
1098,3696,StoneBr,TwnhsE,1Story,1986,1986,1088,2,1,Gd,0,NA,Attchd,1987,2,461,2007,Normal,170000
1099,6000,BrkSide,1Fam,1.5Fin,1936,1950,1324,3,1,TA,0,NA,Detchd,1936,1,240,2009,Normal,128000
1100,11880,NWAmes,1Fam,1Story,1978,1978,1601,3,1,TA,1,TA,Attchd,1978,2,478,2009,Abnorml,157000
1101,8400,SWISU,1Fam,1Story,1920,1950,438,1,1,Fa,0,NA,Detchd,1930,1,246,2009,Normal,60000
1102,9758,NAmes,1Fam,1Story,1971,1971,950,3,1,TA,0,NA,Detchd,1981,1,280,2007,Normal,119500
1103,7000,NAmes,1Fam,1Story,1960,2002,1134,2,1,TA,0,NA,Attchd,1960,1,254,2007,Family,135000
1104,8910,NAmes,1Fam,1Story,1959,1959,1194,3,1,TA,1,Fa,BuiltIn,1954,2,539,2006,Normal,159500
1105,2016,BrDale,TwnhsE,2Story,1970,1970,1302,3,1,TA,0,NA,Detchd,1970,2,440,2007,Normal,106000
1106,12256,NoRidge,1Fam,2Story,1994,1995,2622,3,1,Gd,2,TA,Attchd,1994,2,712,2010,Normal,325000
1107,10357,SawyerW,1Fam,1Story,1990,1991,1442,3,1,Gd,1,TA,Attchd,1990,2,719,2007,Normal,179900
1108,23257,Gilbert,1Fam,2Story,2006,2006,2021,3,1,Gd,1,Gd,BuiltIn,2006,2,422,2006,Partial,274725
1109,8063,Gilbert,1Fam,2Story,2000,2000,1690,3,1,TA,1,TA,Attchd,2000,2,463,2007,Abnorml,181000
1110,11362,NridgHt,1Fam,1Story,2004,2005,1836,3,1,Gd,1,Gd,Attchd,2004,3,862,2009,Normal,280000
1111,8000,Gilbert,1Fam,2Story,1995,1996,1658,3,1,TA,1,TA,Attchd,1995,2,431,2008,Normal,188000
1112,10480,NWAmes,1Fam,2Story,1976,1976,1964,4,1,TA,1,Gd,Attchd,1976,2,483,2008,Normal,205000
1113,7100,NAmes,1Fam,1Story,1957,1957,816,2,1,TA,0,NA,Detchd,1957,1,308,2006,Normal,129900
1114,8923,NAmes,1Fam,1Story,1953,2006,1008,2,1,Gd,0,NA,Attchd,1953,1,240,2007,Normal,134500
1115,5400,OldTown,1Fam,1Story,1954,2000,833,2,1,Gd,0,NA,Detchd,1955,1,326,2006,Normal,117000
1116,12085,NridgHt,1Fam,1Story,2007,2007,1734,3,1,Ex,1,Gd,Attchd,2007,3,928,2007,Partial,318000
1117,7750,Gilbert,1Fam,SLvl,2002,2002,1419,3,1,Gd,1,TA,BuiltIn,2002,2,527,2009,Normal,184100
1118,9764,Sawyer,1Fam,1Story,1967,2003,894,3,1,Gd,0,NA,Attchd,1967,2,450,2008,Normal,130000
1119,13825,Sawyer,1Fam,SLvl,1958,1987,1601,3,1,TA,0,NA,BuiltIn,1958,1,300,2008,Normal,140000
1120,7560,NAmes,1Fam,1Story,1959,1959,1040,3,1,TA,0,NA,Attchd,1959,1,286,2006,Normal,133700
1121,8263,IDOTRR,1Fam,1Story,1920,1950,1012,2,1,TA,1,Gd,Detchd,1920,1,308,2007,Normal,118400
1122,10084,CollgCr,1Fam,1Story,2005,2006,1552,3,1,Gd,0,NA,Attchd,2005,3,782,2006,Partial,212900
1123,8926,Edwards,1Fam,1Story,1956,1956,960,3,1,TA,0,NA,Basment,1956,1,288,2009,Abnorml,112000
1124,9405,Edwards,1Fam,1Story,1947,2008,698,2,1,TA,0,NA,NA,NA,0,0,2009,Normal,118000
1125,9125,Gilbert,1Fam,SLvl,1992,1992,1482,3,1,Gd,1,TA,Attchd,1992,2,392,2007,Normal,163900
1126,10434,NAmes,1Fam,1Story,1955,1955,1005,2,1,Fa,1,TA,Detchd,1977,2,672,2009,Normal,115000
1127,3684,Blmngtn,TwnhsE,1Story,2007,2007,1555,2,1,Gd,1,TA,Attchd,2007,3,660,2009,Normal,174000
1128,14572,Gilbert,1Fam,1Story,2004,2004,1530,3,1,Gd,1,Gd,Attchd,2004,3,630,2007,Family,259000
1129,11796,Gilbert,1Fam,2Story,2004,2005,1959,4,1,Gd,1,Gd,BuiltIn,2004,2,434,2007,Normal,215000
1130,7200,OldTown,Duplex,SFoyer,1980,1980,936,2,1,TA,0,NA,Detchd,1980,2,672,2007,Normal,140000
1131,7804,SWISU,1Fam,1.5Fin,1928,1950,1981,4,1,Gd,2,TA,Detchd,1981,2,576,2009,Normal,135000
1132,10712,Mitchel,1Fam,1Story,1991,1992,974,3,1,TA,0,NA,NA,NA,0,0,2007,Abnorml,93500
1133,9900,OldTown,1Fam,2Story,1880,1950,2210,5,1,Fa,0,NA,Detchd,1930,1,205,2007,Normal,117500
1134,9828,SawyerW,1Fam,2Story,1995,1995,2020,3,1,Gd,1,TA,Attchd,1995,2,466,2009,Normal,239500
1135,8773,Gilbert,1Fam,2Story,1997,1997,1600,3,1,TA,1,TA,Attchd,1997,2,460,2007,Normal,169000
1136,6180,BrkSide,1Fam,1Story,1926,1950,986,2,1,TA,1,Gd,Detchd,1926,1,180,2007,Normal,102000
1137,9600,NAmes,1Fam,1.5Fin,1950,1950,1252,3,1,TA,0,NA,Attchd,1950,1,288,2008,Abnorml,119000
1138,6342,Sawyer,1Fam,1.5Fin,1875,1996,1020,2,1,TA,0,NA,NA,NA,0,0,2010,Normal,94000
1139,9819,Mitchel,1Fam,1Story,1977,1977,1567,2,1,Gd,2,TA,Attchd,1977,2,714,2009,Normal,196000
1140,8731,BrkSide,1Fam,1Story,1920,1950,1167,3,1,TA,1,Gd,Detchd,1972,2,495,2007,Normal,144000
1141,7350,NAmes,1Fam,1Story,1951,1951,952,2,1,TA,0,NA,Detchd,1988,2,840,2008,Abnorml,139000
1142,10304,NWAmes,1Fam,2Story,1976,1976,1868,4,1,Gd,1,TA,Attchd,1976,2,484,2009,Normal,197500
1143,9965,CollgCr,1Fam,2Story,2006,2007,2828,4,1,Gd,1,TA,BuiltIn,2006,3,1052,2007,Partial,424870
1144,9000,Sawyer,1Fam,1Story,1959,1959,1006,3,1,TA,0,NA,NA,NA,0,0,2008,Normal,80000
1145,12180,Edwards,2fmCon,1.5Fin,1941,1950,924,2,1,Fa,0,NA,Detchd,1941,1,280,2010,Normal,80000
1146,6240,BrkSide,1Fam,1.5Fin,1928,1950,1576,3,1,TA,1,Gd,Detchd,1928,1,225,2006,Family,149000
1147,11200,SawyerW,1Fam,1Story,1985,1985,1298,3,1,Gd,1,TA,Attchd,1985,2,403,2006,Normal,180000
1148,12000,Crawfor,1Fam,2Story,1941,1950,1564,3,1,Fa,1,Gd,Attchd,1941,1,234,2009,Normal,174500
1149,5700,OldTown,1Fam,1.5Fin,1926,1950,1111,2,1,TA,1,Gd,Detchd,1982,1,288,2008,Normal,116900
1150,9000,OldTown,1Fam,2Story,1920,1988,1482,3,1,TA,0,NA,Detchd,1930,2,324,2009,Normal,143000
1151,8280,NAmes,1Fam,1Story,1950,1950,932,2,1,Gd,1,Gd,Attchd,1950,1,306,2007,Normal,124000
1152,17755,Edwards,1Fam,1Story,1959,1959,1466,3,1,Fa,2,Gd,Attchd,1959,2,528,2006,Normal,149900
1153,14115,Crawfor,1Fam,1Story,1956,2004,1811,2,1,Ex,1,Gd,Attchd,1956,2,470,2006,Abnorml,230000
1154,5890,IDOTRR,1Fam,1Story,1930,2007,816,2,1,TA,0,NA,Detchd,2002,1,432,2008,Normal,120500
1155,13700,NAmes,1Fam,2Story,1965,1988,1820,4,1,Gd,2,Gd,Attchd,1965,2,492,2008,Normal,201800
1156,10768,Veenker,1Fam,1Story,1976,2004,1437,3,1,Gd,1,Fa,Attchd,1976,2,528,2007,Normal,218000
1157,9350,NAmes,1Fam,SLvl,1965,1999,1265,3,1,Gd,1,Gd,Attchd,1965,2,502,2008,Normal,179900
1158,5001,NridgHt,Twnhs,1Story,2007,2008,1314,2,1,Gd,1,Gd,Attchd,2008,2,626,2009,Normal,230000
1159,11932,Somerst,1Fam,1Story,2007,2008,1580,3,1,Gd,0,NA,Attchd,2008,3,830,2008,Partial,235128
1160,9120,NWAmes,1Fam,2Story,1974,1974,1876,4,1,Gd,1,TA,Attchd,1974,2,540,2008,Normal,185000
1161,2280,NPkVill,Twnhs,2Story,1978,1978,1456,3,1,TA,1,TA,Attchd,1978,2,440,2010,Normal,146000
1162,14778,Crawfor,1Fam,1Story,1954,2006,1640,3,1,Gd,1,Gd,Detchd,1993,2,924,2008,Normal,224000
1163,8724,Sawyer,1Fam,1Story,1968,1968,894,3,1,TA,1,Po,Attchd,1968,2,450,2007,Normal,129000
1164,12900,Sawyer,Duplex,SFoyer,1969,1969,1258,0,2,TA,0,NA,CarPort,1969,2,400,2008,Alloca,108959
1165,16157,Veenker,1Fam,SLvl,1978,1978,1432,2,1,Gd,1,TA,Attchd,1978,2,588,2007,Normal,194000
1166,9541,NridgHt,1Fam,1Story,2009,2009,1502,3,1,Gd,0,NA,Attchd,2009,2,644,2009,Partial,233170
1167,10475,CollgCr,1Fam,1Story,2008,2008,1694,3,1,Gd,0,NA,Attchd,2008,3,776,2010,Normal,245350
1168,10852,Gilbert,1Fam,2Story,2000,2000,1671,3,1,TA,1,TA,Attchd,2000,2,472,2006,Normal,173000
1169,13728,Edwards,1Fam,2Story,1935,1986,2108,4,1,Gd,2,TA,Basment,1935,2,540,2008,Normal,235000
1170,35760,NoRidge,1Fam,2Story,1995,1996,3627,4,1,Gd,1,TA,Attchd,1995,3,807,2006,Normal,625000
1171,9880,Mitchel,1Fam,SLvl,1977,1977,1118,3,1,TA,1,Po,Attchd,1977,1,358,2008,Normal,171000
1172,9120,NAmes,1Fam,1Story,1958,1958,1261,3,1,TA,1,TA,Attchd,1958,2,433,2008,Normal,163000
1173,4017,Somerst,TwnhsE,2Story,2006,2007,1250,2,1,Gd,0,NA,Detchd,2006,2,625,2008,Normal,171900
1174,18030,ClearCr,1Fam,1.5Fin,1946,1994,3086,3,1,Ex,1,Gd,NA,NA,0,0,2007,Normal,200500
1175,16560,Crawfor,1Fam,2Story,1932,1950,2345,4,1,TA,1,Gd,Detchd,1932,2,360,2006,Normal,239000
1176,10678,NoRidge,1Fam,1.5Fin,1992,2000,2872,4,1,Gd,1,TA,Attchd,1992,2,541,2007,Normal,285000
1177,6951,Mitchel,1Fam,1Story,1984,1985,923,3,1,TA,0,NA,Attchd,1984,1,264,2008,Normal,119500
1178,3950,OldTown,1Fam,1.5Fin,1926,2004,1224,3,1,TA,0,NA,Detchd,1926,1,210,2009,Normal,115000
1179,7681,Crawfor,1Fam,1.5Fin,1921,1950,1343,3,1,TA,1,Gd,Detchd,1921,1,186,2009,Normal,154900
1180,8335,Edwards,1Fam,1Story,1954,1954,1124,3,1,TA,1,Gd,NA,NA,0,0,2006,Normal,93000
1181,11170,Timber,1Fam,2Story,1990,1991,2514,4,1,TA,0,NA,Attchd,1990,2,693,2006,Normal,250000
1182,5587,Crawfor,TwnhsE,1Story,2008,2008,1652,2,1,Gd,1,Gd,Attchd,2008,2,482,2008,Partial,392500
1183,15623,NoRidge,1Fam,2Story,1996,1996,4476,4,1,Ex,2,TA,Attchd,1996,3,813,2007,Abnorml,745000
1184,10800,OldTown,1Fam,1Story,1920,1950,1130,2,1,TA,1,Gd,Detchd,1970,2,720,2006,Normal,120000
1185,35133,Timber,1Fam,1Story,1963,1963,1572,3,1,TA,2,TA,2Types,1963,3,995,2007,Normal,186700
1186,9738,Edwards,1Fam,1.5Fin,1924,1950,1221,4,1,TA,0,NA,Attchd,1965,1,392,2006,Normal,104900
1187,10615,OldTown,2fmCon,2Story,1900,1970,1699,3,2,TA,0,NA,CarPort,1920,2,420,2009,Abnorml,95000
1188,12461,NoRidge,1Fam,1Story,1994,1995,1624,2,1,Gd,1,Fa,Attchd,1994,3,757,2006,Normal,262000
1189,8935,CollgCr,1Fam,2Story,2002,2002,1660,3,1,Gd,0,NA,Attchd,2002,2,493,2009,Normal,195000
1190,7500,Gilbert,1Fam,2Story,1999,1999,1804,3,1,Gd,1,TA,Attchd,1999,2,442,2010,Normal,189000
1191,32463,Mitchel,2fmCon,1Story,1961,1975,1622,3,1,TA,1,TA,2Types,1975,4,1356,2007,Normal,168000
1192,2645,Somerst,Twnhs,2Story,1999,2000,1441,2,1,Gd,0,NA,Detchd,1999,2,492,2007,Normal,174000
1193,9600,OldTown,1Fam,1.5Fin,1925,1994,1472,3,1,Gd,0,NA,Detchd,1925,1,250,2007,Normal,125000
1194,4500,Mitchel,TwnhsE,1Story,1999,1999,1224,2,1,TA,0,NA,Attchd,1999,2,402,2009,Normal,165000
1195,9364,Sawyer,1Fam,2Story,1969,1969,1352,4,1,TA,0,NA,Attchd,1969,1,299,2010,Normal,158000
1196,8029,Gilbert,1Fam,2Story,2005,2005,1456,3,1,Gd,0,NA,Attchd,2005,2,400,2008,Normal,176000
1197,14054,Gilbert,1Fam,2Story,2006,2006,1863,4,1,Gd,1,Gd,BuiltIn,2006,3,660,2006,Partial,219210
1198,8850,OldTown,1Fam,2.5Unf,1916,1950,1690,3,1,TA,1,Gd,Detchd,1916,1,225,2006,Normal,144000
1199,9100,CollgCr,1Fam,1Story,2001,2001,1212,3,1,Gd,0,NA,Attchd,2001,2,573,2009,Normal,178000
1200,11235,Sawyer,1Fam,1Story,1963,1979,1382,3,1,TA,1,Po,Attchd,1974,2,459,2006,Normal,148000
1201,9353,NAmes,1Fam,1Story,1970,1970,864,3,1,TA,0,NA,Attchd,1972,1,280,2006,Abnorml,116050
1202,10400,CollgCr,1Fam,2Story,1998,1998,1779,3,1,Gd,0,NA,Attchd,1998,2,546,2009,Normal,197900
1203,6000,BrkSide,1Fam,1.5Fin,1925,1997,1348,3,1,TA,1,Fa,Detchd,1960,1,216,2009,Normal,117000
1204,9750,CollgCr,1Fam,1Story,2000,2001,1630,3,1,Gd,1,TA,Attchd,2000,2,451,2009,Normal,213000
1205,10140,NWAmes,1Fam,1Story,1975,1975,1074,3,1,TA,0,NA,Attchd,1975,2,495,2006,Normal,153500
1206,14684,SawyerW,1Fam,1Story,1990,1991,2196,3,1,Gd,1,TA,Attchd,1990,3,701,2009,Normal,271900
1207,8900,SawyerW,1Fam,1Story,1966,1966,1056,2,1,TA,0,NA,Detchd,1966,1,384,2006,Normal,107000
1208,9135,CollgCr,1Fam,1Story,2003,2003,1700,3,1,Gd,0,NA,Attchd,2003,2,544,2006,Normal,200000
1209,7763,NAmes,1Fam,1Story,1962,1980,1283,3,1,TA,0,NA,Detchd,1980,2,506,2008,Normal,140000
1210,10182,Somerst,1Fam,1Story,2006,2006,1660,3,1,Gd,1,Gd,Attchd,2006,2,500,2006,Partial,290000
1211,11218,SawyerW,1Fam,2Story,1992,1992,1845,3,1,Gd,1,TA,Attchd,1992,2,462,2010,Normal,189000
1212,12134,Gilbert,1Fam,1.5Fin,1988,2005,1752,4,1,TA,0,NA,Basment,1988,2,492,2010,Normal,164000
1213,9340,Edwards,1Fam,1Story,1941,1950,672,2,1,TA,0,NA,Attchd,1941,1,234,2009,Normal,113000
1214,10246,Sawyer,1Fam,SLvl,1965,2001,960,0,1,TA,0,NA,Attchd,1965,1,364,2006,Normal,145000
1215,10205,NAmes,1Fam,SFoyer,1962,1962,999,3,1,TA,0,NA,Attchd,1962,1,300,2006,Normal,134500
1216,7094,Sawyer,1Fam,1Story,1966,1966,894,3,1,TA,0,NA,Detchd,1966,1,384,2007,Normal,125000
1217,8930,Sawyer,Duplex,1.5Fin,1978,1978,1902,4,2,TA,0,NA,Attchd,1978,2,539,2010,Normal,112000
1218,8640,Somerst,1Fam,1Story,2009,2009,1314,3,1,Gd,0,NA,Attchd,2009,2,552,2009,Partial,229456
1219,6240,BrkSide,1Fam,1.5Fin,1947,1950,912,2,1,TA,0,NA,NA,NA,0,0,2006,Normal,80500
1220,1680,BrDale,Twnhs,2Story,1971,1971,1218,3,1,TA,0,NA,NA,NA,0,0,2006,Abnorml,91500
1221,7800,NAmes,1Fam,1Story,1964,1964,912,2,1,TA,0,NA,Attchd,1964,1,288,2006,Abnorml,115000
1222,8250,Sawyer,1Fam,1Story,1968,1968,1211,3,1,TA,1,TA,Attchd,1968,1,322,2008,Normal,134000
1223,10496,NAmes,1Fam,1.5Fin,1949,1950,1846,3,1,TA,1,Gd,Attchd,1949,1,315,2007,Normal,143000
1224,10680,NAmes,1Fam,1Story,1951,1951,2136,4,1,TA,0,NA,Detchd,1951,2,528,2006,Normal,137900
1225,15384,Gilbert,1Fam,2Story,2004,2005,1490,3,1,Gd,1,Gd,Attchd,2004,2,388,2008,Normal,184000
1226,10482,NAmes,1Fam,SLvl,1958,1958,1138,3,1,TA,0,NA,Attchd,1958,1,264,2007,Normal,145000
1227,14598,Somerst,1Fam,2Story,2007,2007,1933,4,1,Gd,1,Gd,BuiltIn,2007,3,668,2008,Normal,214000
1228,8872,NAmes,1Fam,1Story,1965,2008,912,2,1,Gd,0,NA,Detchd,1992,2,576,2008,Normal,147000
1229,8769,NridgHt,TwnhsE,1Story,2008,2008,1702,1,1,Ex,1,Gd,Attchd,2008,3,1052,2008,Partial,367294
1230,7910,NAmes,1Fam,SLvl,1960,1960,1507,4,1,TA,0,NA,Basment,1960,1,404,2008,Normal,127000
1231,18890,Sawyer,Duplex,1.5Fin,1977,1977,2620,4,2,TA,1,TA,BuiltIn,1977,2,600,2007,Normal,190000
1232,7728,NAmes,Duplex,SLvl,1962,1962,1190,3,1,TA,0,NA,Attchd,1962,2,540,2006,Normal,132500
1233,9842,NAmes,Duplex,1Story,1962,1962,1224,2,2,TA,0,NA,CarPort,1962,2,462,2007,Normal,101800
1234,12160,NAmes,1Fam,1Story,1959,1959,1188,3,1,TA,0,NA,Attchd,1959,2,531,2010,Abnorml,142000
1235,8525,SWISU,1Fam,2Story,1911,1950,1964,4,1,TA,0,NA,NA,NA,0,0,2008,Abnorml,130000
1236,13132,Crawfor,1Fam,2Story,1914,1950,1784,4,1,TA,0,NA,Detchd,1914,1,180,2006,Normal,138887
1237,2628,NridgHt,Twnhs,2Story,2003,2003,1626,2,1,Gd,0,NA,BuiltIn,2003,2,474,2010,Normal,175500
1238,12393,CollgCr,1Fam,2Story,2004,2005,1948,4,1,Gd,1,Gd,BuiltIn,2004,2,434,2006,Normal,195000
1239,13072,SawyerW,1Fam,1Story,2005,2005,1141,3,1,TA,0,NA,Detchd,2005,2,484,2006,Abnorml,142500
1240,9037,Timber,1Fam,1Story,2006,2006,1484,2,1,Ex,1,Gd,Attchd,2006,2,472,2007,Normal,265900
1241,8158,CollgCr,1Fam,2Story,2003,2003,1768,3,1,Gd,0,NA,Attchd,2003,2,543,2008,Normal,224900
1242,9849,Somerst,1Fam,1Story,2007,2007,1689,3,1,Gd,0,NA,Attchd,2007,3,954,2007,Partial,248328
1243,10625,NWAmes,1Fam,SFoyer,1974,1974,1173,3,1,Gd,2,TA,Attchd,1974,2,528,2010,Family,170000
1244,13891,NridgHt,1Fam,1Story,2006,2006,2076,2,1,Ex,1,Gd,Attchd,2006,3,850,2006,Partial,465000
1245,11435,Crawfor,1Fam,2Story,1929,1950,1517,3,1,Gd,2,Gd,Detchd,1931,2,400,2006,Normal,230000
1246,12090,NWAmes,1Fam,SLvl,1984,2003,1868,3,1,TA,1,TA,BuiltIn,1984,2,477,2007,Abnorml,178000
1247,8125,Somerst,1Fam,2Story,2005,2006,1553,3,1,Gd,0,NA,Attchd,2005,2,615,2006,Partial,186500
1248,12328,Mitchel,1Fam,SLvl,1976,1976,1034,3,1,TA,0,NA,Attchd,1976,3,888,2010,Normal,169900
1249,9600,OldTown,1Fam,2.5Unf,1917,1950,2058,3,1,TA,1,Gd,Detchd,1950,2,396,2008,Normal,129500
1250,7200,NAmes,1Fam,1Story,1950,1950,988,3,1,TA,0,NA,Attchd,1950,1,276,2007,Normal,119000
1251,11160,NAmes,1Fam,1Story,1968,1968,2110,3,1,Ex,2,TA,Attchd,1968,2,522,2010,Normal,244000
1252,3136,NridgHt,TwnhsE,1Story,2003,2003,1405,2,1,Gd,1,Gd,Attchd,2003,2,478,2006,Normal,171750
1253,9858,Mitchel,1Fam,1Story,1968,1968,874,3,1,TA,0,NA,Attchd,1968,1,288,2009,Normal,130000
1254,17542,Veenker,1Fam,2Story,1974,2003,2167,3,1,Gd,2,Gd,Attchd,1974,2,518,2007,Normal,294000
1255,6931,Edwards,1Fam,2Story,2003,2004,1656,3,1,Gd,1,Gd,BuiltIn,2003,2,397,2008,Normal,165400
1256,6240,BrkSide,1Fam,1.5Fin,1931,1950,1367,3,1,TA,1,Gd,Detchd,1978,1,560,2007,Normal,127500
1257,14303,NoRidge,1Fam,1Story,1994,1994,1987,2,1,Gd,1,TA,Attchd,1994,2,691,2008,Normal,301500
1258,4060,Edwards,1Fam,1Story,1922,1950,864,2,1,TA,0,NA,NA,NA,0,0,2009,Normal,99900
1259,9587,Gilbert,1Fam,SLvl,2005,2005,1166,2,1,Gd,0,NA,Attchd,2005,2,400,2008,Normal,190000
1260,9750,NAmes,1Fam,1Story,1969,1969,1054,3,1,TA,0,NA,Attchd,1969,2,460,2008,Normal,151000
1261,24682,Gilbert,1Fam,2Story,1999,1999,1675,3,1,TA,1,TA,BuiltIn,1999,2,502,2009,Normal,181000
1262,9600,NAmes,1Fam,1Story,1956,1956,1050,2,1,TA,0,NA,Attchd,1956,1,338,2009,Normal,128900
1263,11250,ClearCr,1Fam,1.5Fin,1957,1989,1788,5,1,TA,2,TA,Attchd,1957,1,304,2009,Normal,161500
1264,13515,BrkSide,1Fam,2Story,1919,1950,1824,3,1,TA,1,Gd,Detchd,1940,2,520,2007,Normal,180500
1265,4060,NAmes,TwnhsE,1Story,1998,1999,1337,2,1,Gd,0,NA,Attchd,1998,2,511,2008,Abnorml,181000
1266,3735,Somerst,TwnhsE,2Story,1999,1999,1452,3,1,Gd,0,NA,Detchd,1999,2,506,2006,Normal,183900
1267,10120,OldTown,2fmCon,2.5Unf,1910,1950,1889,4,2,TA,1,Gd,Detchd,1960,1,308,2007,Normal,122000
1268,13214,Timber,1Fam,1Story,2008,2009,2018,3,1,Ex,1,Gd,Attchd,2009,3,746,2010,Normal,378500
1269,14100,Crawfor,1Fam,1.5Fin,1935,1997,3447,4,1,Gd,2,Gd,BuiltIn,1982,3,1014,2008,Normal,381000
1270,11344,NAmes,1Fam,1.5Fin,1958,1958,1524,3,1,TA,0,NA,Attchd,1958,1,315,2007,Normal,144000
1271,23595,ClearCr,1Fam,1Story,1979,1979,1524,0,1,Gd,1,TA,Attchd,1979,2,586,2010,Normal,260000
1272,9156,NWAmes,1Fam,1Story,1968,1968,1489,3,1,Gd,1,Gd,Attchd,1968,2,462,2009,Normal,185750
1273,13526,Sawyer,1Fam,1Story,1965,1965,935,3,1,TA,0,NA,Attchd,1965,1,288,2006,Normal,137000
1274,11512,Edwards,1Fam,SLvl,1959,2006,1357,2,1,Ex,1,Gd,Basment,1959,1,312,2008,Normal,177000
1275,5362,Crawfor,1Fam,1.5Fin,1910,2003,1250,3,1,TA,1,Gd,Detchd,1985,2,552,2007,Normal,139000
1276,11345,NAmes,Duplex,2Story,1948,1950,1920,4,2,TA,0,NA,Detchd,1948,2,400,2007,Normal,137000
1277,12936,NWAmes,1Fam,2Story,1972,1972,1395,3,1,TA,1,TA,Attchd,1972,2,497,2009,Normal,162000
1278,17871,NWAmes,1Fam,SLvl,1967,1976,1724,3,1,TA,1,Gd,Attchd,1967,2,480,2009,Normal,197900
1279,9473,CollgCr,1Fam,2Story,2002,2002,2031,3,1,Gd,1,Gd,Attchd,2002,2,577,2008,Normal,237000
1280,7500,IDOTRR,1Fam,1.5Fin,1920,1950,1128,2,1,TA,0,NA,Detchd,1980,2,528,2010,Abnorml,68400
1281,9808,CollgCr,1Fam,1Story,2002,2002,1573,3,1,Gd,0,NA,Attchd,2002,2,544,2009,Normal,227000
1282,8049,Timber,1Fam,1Story,1990,1990,1339,2,1,TA,1,TA,Attchd,1990,2,484,2006,Normal,180000
1283,8800,CollgCr,1Fam,1Story,1977,2008,1040,3,1,Gd,0,NA,Detchd,1977,2,484,2009,Normal,150500
1284,9400,Mitchel,Duplex,2Story,1971,1971,1824,4,2,TA,0,NA,NA,NA,0,0,2010,Normal,139000
1285,9638,SWISU,1Fam,1.5Fin,1919,1990,2447,4,1,Gd,1,Gd,Detchd,1969,1,336,2010,Normal,169000
1286,6000,BrkSide,1Fam,1.5Fin,1939,1950,1412,4,1,TA,1,Gd,Detchd,1939,1,280,2009,Normal,132500
1287,9790,NWAmes,1Fam,1Story,1963,1963,1328,3,1,TA,2,Gd,Attchd,1963,2,528,2010,Normal,143000
1288,36500,ClearCr,1Fam,1Story,1964,1964,1582,4,1,TA,0,NA,Attchd,1964,2,390,2006,Normal,190000
1289,5664,StoneBr,TwnhsE,1Story,2000,2000,1659,2,1,Ex,1,Ex,Attchd,2000,2,499,2009,Normal,278000
